hospitality/events/venue-management	FacilitiesManagementService	ScheduleTeardown
hospitality/events/venue-management	SpaceAvailabilityService	ReleaseSpace
hospitality/events/venue-management	SpaceAvailabilityService	ReserveSpace
hospitality/food-service/catering-management	DeliveryService	ScheduleDelivery
hospitality/food-service/catering-management	DeliveryService	UpdateDeliveryStatus
hospitality/food-service/reactive-bbq	AccountingSystem	PostTransaction
hospitality/food-service/reactive-bbq	HRSystem	SyncEmployeeData
hospitality/food-service/reactive-bbq	PhotographyService	SchedulePhotoShoot
hospitality/food-service/reactive-bbq	PrintingService	PrintMenus
hospitality/food-service/restaurant-operations	KitchenDisplayService	BumpTicket
hospitality/food-service/restaurant-operations	KitchenDisplayService	SendTicket
hospitality/food-service/restaurant-operations	MenuService	UpdateAvailability
hospitality/food-service/restaurant-operations	ReceiptPrintingService	PrintKitchenTicket
hospitality/food-service/restaurant-operations	ReceiptPrintingService	PrintReceipt
hospitality/food-service/restaurant-operations	ReservationService	MarkSeated
hospitality/food-service/restaurant-operations	TableManagementService	AssignTable
hospitality/food-service/restaurant-operations	TableManagementService	ReleaseTable
hospitality/lodging/guest-services	KitchenService	SubmitFoodOrder
hospitality/lodging/guest-services	LaundryService	SubmitLaundryOrder
hospitality/lodging/guest-services	MaintenanceService	CreateMaintenanceTicket
hospitality/lodging/guest-services	TelephonyService	CancelWakeupCall
hospitality/lodging/guest-services	TelephonyService	ScheduleGuestWakeup
hospitality/lodging/hotel-reservations	ChannelManagerService	SyncAvailability
hospitality/lodging/hotel-reservations	ChannelManagerService	SyncRates
hospitality/lodging/hotel-reservations	HousekeepingService	AssignRoom
hospitality/lodging/hotel-reservations	HousekeepingService	MarkRoomClean
hospitality/lodging/hotel-reservations	HousekeepingService	ReportMaintenance
hospitality/lodging/property-management	HousekeepingManagementService	OptimizeAssignments
hospitality/lodging/property-management	MaintenanceManagementService	AssignTechnician
hospitality/lodging/property-management	MaintenanceManagementService	CreateWorkOrder
hospitality/lodging/property-management	QualityManagementService	RecordQualityIssue
hospitality/lodging/reservation-system	ChannelManagementService	SyncRates
hospitality/lodging/reservation-system	ChannelManagementService	UpdateInventory
hospitality/lodging/reservation-system	HousekeepingService	RequestRoomCleaning
hospitality/lodging/reservation-system	RoomManagementService	ReleaseRoom
hospitality/lodging/reservation-system	RoomManagementService	ReserveRoom
hospitality/travel/airline-reservations	BoardingService	CompleteBoarding
hospitality/travel/airline-reservations	BoardingService	ScanBoardingPass
hospitality/travel/airline-reservations	BoardingService	StartBoarding
hospitality/travel/airline-reservations	CheckInService	CloseCheckIn
hospitality/travel/airline-reservations	CheckInService	OpenCheckIn
hospitality/travel/car-rental	FleetMaintenanceService	ReportDamage
hospitality/travel/car-rental	FleetMaintenanceService	ScheduleInspection
hospitality/travel/car-rental	InsuranceProviderService	ActivateCoverage
hospitality/travel/car-rental	VehicleAvailabilityService	ReleaseVehicle
hospitality/travel/car-rental	VehicleAvailabilityService	ReserveVehicle
hospitality/travel/tour-operations	DepartureAvailabilityService	ReleaseSpots
hospitality/travel/tour-operations	DepartureAvailabilityService	ReserveSpots
hospitality/travel/tour-operations	GuideAssignmentService	AssignGuide
hospitality/travel/tour-operations	WaiverManagementService	SendWaiver
insurance/property-casualty/policy-management	AgencyManagementService	RecordCommission
insurance/property-casualty/policy-management	UnderwritingService	EvaluateRisk
insurance/property-casualty/policy-management	UnderwritingService	OrderInspection
investment/asset-management/investment-portfolio	TradingSystem	CancelTradeOrder
investment/asset-management/investment-portfolio	TradingSystem	SubmitOrder
investment/private-equity/portfolio-management	FundAdministrationService	RecordCapitalCall
investment/private-equity/portfolio-management	FundAdministrationService	RecordDistribution
investment/private-equity/portfolio-management	InvestorRelationsService	GenerateQuarterlyReport
investment/private-equity/portfolio-management	InvestorRelationsService	SendPortfolioUpdate
investment/private-equity/portfolio-operations	FundManagementSystem	RecordDistribution
investment/venture-capital/fund-administration	CustodianSystem	TransferFunds
investment/venture-capital/fund-management	BankingService	InitiateWireTransfer
investment/venture-capital/portfolio-management	LegalSystem	ReviewTermSheet
logistics/freight/carrier-management	LoadBoard	PostLoad
logistics/freight/last-mile-delivery	DriverMobile	SendRouteToDriver
logistics/freight/last-mile-delivery	GeocodingService	GeocodeAddress
logistics/freight/last-mile-delivery	GeocodingService	ReverseGeocode
logistics/freight/last-mile-delivery	ProofCapture	CapturePhoto
logistics/freight/last-mile-delivery	ProofCapture	CaptureSignature
logistics/freight/shipment-tracking	CarrierIntegration	GetTrackingUpdate
logistics/freight/shipment-tracking	CarrierIntegration	RequestPickup
logistics/fulfillment/order-fulfillment	CarrierSystem	BookShipment
logistics/fulfillment/order-fulfillment	CarrierSystem	RequestShipmentRates
logistics/fulfillment/returns-processing	ShippingCarrier	CreateReturnLabel
logistics/supply-chain/demand-planning	ForecastingEngine	GenerateMLForecast
logistics/supply-chain/demand-planning	ForecastingEngine	RunTimeSeriesAnalysis
logistics/supply-chain/demand-planning	SalesInput	RequestSalesForecast
logistics/supply-chain/order-fulfillment	InventoryManagement	ReserveInventory
logistics/supply-chain/order-fulfillment	OrderManagement	UpdateOrderStatus
logistics/supply-chain/order-fulfillment	ShippingCarrier	CreateShipment
logistics/supply-chain/supplier-management	ProcurementSystem	CreatePurchaseOrder
logistics/warehousing/inventory-control	ERPSystem	SyncInventoryLevels
logistics/warehousing/inventory-control	PurchasingSystem	CreatePurchaseOrder
logistics/warehousing/inventory-management	BarcodeService	GenerateLabel
logistics/warehousing/inventory-management	BarcodeService	ScanBarcode
logistics/warehousing/inventory-management	OrderManagementService	NotifyAllocationComplete
logistics/warehousing/inventory-management	OrderManagementService	RequestInventoryAllocation
logistics/warehousing/inventory-management	ProcurementService	CreatePurchaseOrder
logistics/warehousing/inventory-management	QualityControlService	RecordInspectionResult
logistics/warehousing/inventory-management	ShippingService	ConfirmShipment
logistics/warehousing/inventory-management	ShippingService	CreateShipment
logistics/warehousing/warehouse-management	ShippingContext	CreateShipment
manufacturing/discrete/assembly-operations	WorkOrderService	ReportAssemblyFailure
manufacturing/discrete/bill-of-materials	CostingService	UpdateStandardCost
manufacturing/discrete/bill-of-materials	EngineeringChangeService	RequestBOMChange
manufacturing/discrete/work-order-management	EquipmentService	ReportEquipmentDowntime
manufacturing/discrete/work-order-management	QualityManagementService	RecordNonConformance
manufacturing/machining/cnc-operations	MaintenanceService	ReportMachineIssue
manufacturing/machining/cnc-operations	MaintenanceService	SchedulePM
manufacturing/machining/cnc-operations	QualityService	RecordMeasurement
manufacturing/machining/cnc-operations	QualityService	RequestFirstArticle
manufacturing/machining/cnc-operations	ToolManagementService	UpdateToolLife
manufacturing/machining/precision-manufacturing	CMMIntegration	ExecuteCMMProgram
manufacturing/machining/precision-manufacturing	CertificationService	CreateCertificate
manufacturing/machining/precision-manufacturing	CertificationService	RevokeCertification
manufacturing/machining/precision-manufacturing	CertificationService	ValidateCertification
manufacturing/machining/precision-manufacturing	GageCalibrationService	RecordCalibration
manufacturing/machining/precision-manufacturing	GageCalibrationService	ScheduleCalibration
manufacturing/maintenance/asset-lifecycle	MaintenanceSystem	ReportMaintenanceComplete
manufacturing/maintenance/asset-lifecycle	MaintenanceSystem	SchedulePreventiveMaintenance
manufacturing/maintenance/asset-lifecycle	ProcurementService	RequestQuote
manufacturing/process/batch-processing	LaboratoryService	RejectBatchQuality
manufacturing/process/batch-processing	LaboratoryService	ReleaseBatchQuality
manufacturing/process/batch-processing	LaboratoryService	RequestSample
manufacturing/process/quality-control	CAPAService	CreateCAPA
manufacturing/process/quality-control	CAPAService	LinkNCRToCAPA
manufacturing/process/quality-control	LaboratoryInformationSystem	SubmitSampleForTesting
manufacturing/process/quality-control	ProductionService	PlaceLotOnQualityHold
manufacturing/process/quality-control	ProductionService	ReleaseLotFromHold
manufacturing/textiles/apparel-manufacturing	MachineMaintenance	ReportMachineBreakdown
manufacturing/textiles/apparel-manufacturing	OrderManagement	NotifyReadyToShip
manufacturing/textiles/apparel-manufacturing	OrderManagement	ReportDeliveryShortage
manufacturing/textiles/apparel-manufacturing	OrderManagement	UpdateProductionStatus
manufacturing/textiles/fabric-production	CustomerOrderService	NotifyOrderShipped
manufacturing/textiles/fabric-production	CustomerOrderService	NotifyQualityIssue
manufacturing/textiles/fabric-production	CustomerOrderService	UpdateOrderStatus
marketing/advertising/ad-operations	AdExchange	SubmitAdRequest
marketing/advertising/ad-operations	CreativeAssetStore	UploadCreative
marketing/advertising/ad-serving	AdExchange	SubmitBid
marketing/advertising/ad-serving	CDN	CacheCreative
marketing/advertising/ad-serving	CDN	PurgeCreative
marketing/advertising/ad-serving	DataManagementPlatform	SyncConversion
marketing/advertising/media-buying	AnalyticsPlatform	SendPerformanceData
marketing/advertising/media-buying	MediaVendor	SubmitInsertionOrder
marketing/analytics/attribution	WebAnalytics	TrackEvent
marketing/analytics/audience-management	AdPlatform	BuildLookalikeAudience
marketing/analytics/audience-management	AdPlatform	PushAudience
marketing/analytics/audience-management	DataManagementPlatform	SyncAudienceData
marketing/campaigns/email-marketing	ListManagement	GetListSubscribers
marketing/campaigns/email-marketing	ListManagement	ProcessUnsubscribe
marketing/campaigns/email-marketing	TemplateRenderer	RenderTemplate
marketing/campaigns/email-marketing	TemplateRenderer	ValidateTemplate
marketing/content/content-management	CMS	PublishToCMS
marketing/content/content-management	CMS	UpdateCMSContent
natural-resources/agriculture/crop-management	SoilTesting	SubmitSoilSample
natural-resources/agriculture/livestock-management	VeterinarySystem	RequestVetInspection
natural-resources/forestry/log-tracking	SawmillSystem	NotifyIncomingLoad
natural-resources/forestry/log-tracking	TransportSystem	DispatchTruck
natural-resources/forestry/timber-management	LoggingContractor	AssignCrew
natural-resources/forestry/timber-management	NurserySupplier	OrderSeedlings
natural-resources/forestry/timber-management	TimberBuyer	SubmitBid
natural-resources/mining/mine-operations	EquipmentManagementService	DispatchEquipment
natural-resources/mining/mineral-tracking	AssayLaboratory	SubmitSample
natural-resources/mining/mineral-tracking	SmelterSystem	ScheduleDelivery
natural-resources/oil-gas/pipeline-operations	SCADASystem	SendControlSignal
professional-services/hr-services/benefits-administration	InsuranceCarrier	SubmitEnrollmentFile
professional-services/hr-services/payroll-processing	BankingService	SubmitACHBatch
professional-services/hr-services/recruiting	JobBoardIntegration	PostJobListing
professional-services/hr-services/recruiting	JobBoardIntegration	RemoveJobListing
professional-services/legal/case-management	BillingSystem	RecordPayment
professional-services/legal/case-management	ConflictDatabase	RecordConflictWaiver
professional-services/legal/matter-management	TimekeepingSystem	SyncExpenseEntry
professional-services/legal/matter-management	TimekeepingSystem	SyncTimeEntry
technology/devops/ci-cd-pipeline	ContainerRegistryService	PushImage
technology/devops/ci-cd-pipeline	ContainerRegistryService	ScanImage
technology/devops/ci-cd-pipeline	DeploymentOrchestratorService	DeployToEnvironment
technology/devops/ci-cd-pipeline	DeploymentOrchestratorService	RollbackDeployment
technology/devops/deployment-pipeline	InfrastructureService	DeployToInfrastructure
technology/devops/deployment-pipeline	InfrastructureService	ScaleDeployment
technology/devops/deployment-pipeline	InfrastructureService	TerminateDeployment
technology/devops/deployment-pipeline	MonitoringService	CheckServiceHealth
technology/devops/deployment-pipeline	MonitoringService	ConfigureAlerts
technology/devops/infrastructure-as-code	CloudProviderService	DestroyResource
technology/devops/infrastructure-as-code	CloudProviderService	ProvisionResource
technology/devops/infrastructure-as-code	CloudProviderService	UpdateResource
technology/devops/infrastructure-as-code	SecretManagerService	RotateSecret
technology/devops/infrastructure-as-code	StateBackendService	LockState
technology/devops/infrastructure-as-code	StateBackendService	SaveState
technology/devops/infrastructure-as-code	StateBackendService	UnlockState
technology/devops/observability	DashboardService	CreateDashboard
technology/devops/observability	DistributedTracingService	IngestSpans
technology/devops/observability	LogAggregationService	IngestLogs
technology/devops/observability	MetricsCollectionService	IngestMetrics
technology/saas/multi-tenant	BillingSystem	RecordUsageMetrics
technology/saas/multi-tenant	BillingSystem	UpdateSubscription
technology/saas/multi-tenant	DomainManagement	ProvisionSSL
technology/saas/multi-tenant	DomainManagement	VerifyDomain
technology/saas/multi-tenant	InfrastructureProvisioning	DeprovisionTenantResources
technology/saas/multi-tenant	InfrastructureProvisioning	ProvisionTenantResources
technology/saas/subscription-management	ProvisioningService	ProvisionAccess
technology/saas/subscription-management	ProvisioningService	RevokeAccess
technology/saas/tenant-provisioning	DNSManagementService	ConfigureCustomDomain
technology/saas/tenant-provisioning	InfrastructureOrchestrator	ProvisionInfrastructure
technology/saas/tenant-provisioning	MonitoringService	SetupTenantMonitoring
technology/saas/usage-metering	AnalyticsExportService	ExportUsageData
telecommunications/billing/usage-rating	BillingSystem	SubmitRatedUsage
telecommunications/billing/usage-rating	NetworkMediationSystem	SendCallDetailRecord
telecommunications/customer/subscriber-management	DeviceManagement	ActivateSIM
telecommunications/customer/subscriber-management	DeviceManagement	RegisterDevice
telecommunications/customer/subscriber-management	NetworkProvisioning	DeprovisionService
telecommunications/customer/subscriber-management	NetworkProvisioning	ProvisionService
telecommunications/customer/trouble-ticketing	NetworkDiagnostics	RunDiagnostics
telecommunications/network/equipment-inventory	NetworkManagementSystem	RegisterNetworkElement
telecommunications/network/equipment-inventory	ProcurementSystem	SubmitPurchaseOrder
telecommunications/network/network-operations	ChangeManagementSystem	SubmitChangeRequest
telecommunications/network/service-provisioning	NetworkElementManager	ConfigureElement
telecommunications/network/service-provisioning	ServiceTestingSystem	RunServiceTest
transportation/fleet/fleet-management	DriverManagementService	LogDrivingHours
transportation/fleet/fleet-management	FuelCardService	AuthorizeFuelPurchase
transportation/fleet/fleet-management	GpsTrackingService	StartTracking
transportation/fleet/fleet-management	GpsTrackingService	StopTracking
transportation/fleet/fleet-management	InsuranceService	FileIncidentReport
transportation/fleet/fleet-management	MaintenanceServiceProvider	BookService
transportation/fleet/route-optimization	DriverMobileAppService	SendNavigationUpdate
transportation/fleet/route-optimization	DriverMobileAppService	SendRouteToDriver
transportation/fleet/route-optimization	OptimizationEngineService	OptimizeStopSequence
transportation/fleet/route-optimization	OptimizationEngineService	ReoptimizeRoute
transportation/freight/customs-brokerage	PGAPartnerService	SubmitPGAData
transportation/freight/freight-forwarding	AirCarrierService	BookAirFreight
transportation/freight/freight-forwarding	OceanCarrierService	RequestBooking
transportation/freight/freight-forwarding	RatingService	RequestCustomQuote
transportation/freight/freight-forwarding	TruckingService	RequestDelivery
transportation/freight/freight-forwarding	TruckingService	RequestPickup
transportation/freight/intermodal	ChassisPoolService	ReserveChassis
transportation/freight/intermodal	DrayCarrierService	RequestDray
transportation/freight/intermodal	RailCarrierService	BookRail
transportation/freight/intermodal	TerminalOperatingSystem	RequestIngate
transportation/maritime/port-operations	PilotCoordinationService	RequestPilot
transportation/maritime/port-operations	TerminalOperatingSystem	ScheduleCargoOperation
transportation/maritime/port-operations	TowageService	OrderTugs
transportation/maritime/vessel-management	BunkerSupplierService	OrderBunkers
transportation/passenger/ride-sharing	DriverMatchingService	DispatchDriver
transportation/passenger/ride-sharing	DriverMatchingService	FindAvailableDrivers
transportation/passenger/ride-sharing	SafetyService	ReportSafetyIncident
transportation/passenger/ride-sharing	SafetyService	ShareTripStatus
transportation/passenger/transit-operations	CADService	DispatchVehicle
transportation/passenger/transit-operations	CADService	SendOperatorMessage
transportation/passenger/transit-operations	EmergencyService	TriggerEmergencyAlert
transportation/passenger/transit-operations	MaintenanceService	CreateDefectReport
transportation/passenger/transit-operations	PassengerInformationService	PublishArrivalPrediction
transportation/passenger/transit-operations	PassengerInformationService	PublishServiceAlert
utilities/electric/grid-operations	EnergyMarketSystem	SubmitGenerationBid
utilities/electric/grid-operations	OutageManagementSystem	CreateOutageTicket
utilities/electric/grid-operations	SCADASystem	SendControlCommand
utilities/electric/outage-management	SCADASystem	IsolateFeeder
utilities/gas/gas-distribution	PipelineSCADA	AdjustRegulator
utilities/metering/smart-metering	BillingSystem	SubmitValidatedUsage
utilities/metering/smart-metering	HeadEndSystem	PollMeter
utilities/metering/smart-metering	HeadEndSystem	SendDisconnectCommand
utilities/metering/smart-metering	HeadEndSystem	SendReconnectCommand
utilities/metering/smart-metering	OutageManagement	ReportMeterOutage
utilities/metering/smart-metering	OutageManagement	ReportRestoration
utilities/water/water-distribution	LaboratoryService	SubmitSampleForTesting
utilities/water/water-utility	SCADASystem	SendControlSignal
